,tenure,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_Two year,PaymentMethod_Electronic check
4278,48,97.05,4692.95,1,0,0,0,1
1455,36,106.05,3834.4,1,0,0,1,0
2668,1,19.75,19.75,0,1,1,0,0
4081,1,69.6,69.6,1,0,1,0,1
1605,65,19.55,1218.65,0,1,0,1,0
5901,49,84.5,4254.85,1,0,1,0,1
1767,71,115.15,8078.1,1,0,0,1,0
5596,65,26.5,1698.55,0,1,0,1,0
6419,69,84.9,5785.65,1,0,1,0,0
3185,1,25.05,25.05,0,0,1,0,0
4327,7,69.9,497.3,1,0,1,0,0
1198,42,20.75,844.45,0,1,0,1,0
4164,72,110.9,7922.75,1,0,0,1,0
3909,11,19.55,223.15,0,1,0,1,0
3981,8,85.2,695.75,1,0,1,0,1
4485,66,91.7,6075.9,0,0,0,1,0
5341,1,74.45,74.45,1,0,1,0,0
1907,7,78.5,571.05,0,0,1,0,1
1829,8,74.85,572.45,1,0,1,0,1
3346,2,84.05,186.05,1,0,1,0,1
110,55,96.75,5238.9,1,0,1,0,1
310,1,19.25,19.25,0,1,1,0,0
5680,1,20.85,20.85,0,1,1,0,0
6082,59,101.1,6039.9,1,0,1,0,1
7024,44,84.8,3626.35,1,0,1,0,0
3401,56,19.55,1080.55,0,1,0,1,0
2443,72,109.55,7887.25,1,0,0,1,0
5743,38,20.2,735.9,0,1,0,1,0
6999,3,35.45,106.85,0,0,1,0,0
3523,72,112.1,7965.95,1,0,0,1,0
5624,62,89.8,5629.55,1,0,1,0,0
2193,56,21.2,1238.65,0,1,0,0,0
821,43,79.15,3566.6,0,0,0,1,0
1733,1,19.05,19.05,0,1,1,0,0
6332,68,105.25,7173.15,1,0,0,1,0
5278,56,109.6,5953.0,1,0,1,0,0
1861,1,45.95,45.95,0,0,1,0,0
6805,70,105.55,7195.35,1,0,0,0,0
5136,2,72.6,154.3,1,0,1,0,0
902,17,93.85,1625.65,1,0,1,0,1
5758,22,20.3,475.1,0,1,0,0,0
6361,7,62.8,418.3,0,0,1,0,0
1717,72,19.7,1421.9,0,1,0,1,0
6753,56,68.75,3815.4,0,0,0,0,0
6387,35,56.85,1861.1,0,0,1,0,1
3802,1,20.0,20.0,0,1,1,0,0
6915,72,97.85,6841.3,1,0,0,1,1
2545,62,70.75,4263.45,0,0,0,0,0
638,56,104.55,5794.65,1,0,0,0,0
1842,45,75.95,3273.8,0,0,1,0,1
4909,51,83.85,4307.1,0,0,0,1,0
3024,9,20.4,184.1,0,1,1,0,0
6436,70,79.6,5589.45,0,0,0,1,0
4076,70,99.35,6944.5,1,0,0,1,0
6906,25,18.7,383.65,0,1,0,1,0
547,65,105.05,6744.25,1,0,0,0,0
2089,50,39.7,1932.75,0,0,0,1,0
3483,18,77.8,1358.6,1,0,1,0,1
3904,34,20.8,635.9,0,1,1,0,0
7005,23,19.3,486.2,0,1,0,0,0
1215,3,80.3,250.05,1,0,1,0,1
5935,13,59.9,788.35,0,0,1,0,1
5130,8,30.45,226.45,0,0,1,0,1
4413,17,89.15,1496.9,1,0,1,0,1
4804,61,118.6,7365.7,1,0,0,0,1
3867,26,73.5,1905.7,0,0,0,1,0
2389,71,85.45,6300.85,0,0,0,0,1
4037,59,25.45,1534.05,0,1,0,1,0
149,15,69.5,1071.4,0,0,1,0,0
6092,72,94.25,6849.75,1,0,0,1,0
3532,15,59.45,892.65,0,0,1,0,1
2195,28,25.55,672.2,0,1,0,0,0
4105,67,106.7,7009.5,1,0,0,1,0
875,3,34.8,113.95,0,0,1,0,0
732,25,75.5,1901.05,1,0,1,0,1
1846,19,18.8,279.2,0,1,0,0,0
5317,6,49.65,267.35,0,0,1,0,0
4545,1,44.15,44.15,0,0,1,0,0
6643,3,74.6,239.05,1,0,1,0,0
4392,1,19.2,19.2,0,1,1,0,0
6020,34,61.25,1993.2,0,0,0,0,0
1991,45,78.75,3600.65,0,0,0,0,0
1718,17,19.9,323.15,0,1,0,0,0
881,26,19.3,504.2,0,1,0,0,0
4825,22,83.05,1799.3,1,0,1,0,1
5610,3,75.5,220.6,1,0,1,0,1
5921,27,78.2,2078.95,0,0,0,0,0
3113,36,95.4,3474.2,1,0,1,0,1
3183,3,36.45,93.7,0,0,1,0,0
2122,12,75.85,854.45,0,0,0,0,0
6030,43,49.05,2076.2,0,0,1,0,0
4618,4,94.75,422.4,1,0,1,0,1
3722,23,40.65,947.4,0,0,0,0,0
5883,13,20.3,275.4,0,1,1,0,0
352,7,89.15,574.35,1,0,1,0,1
6106,2,55.1,113.35,0,0,1,0,0
1645,42,84.65,3541.35,1,0,1,0,1
1377,72,82.3,5815.15,0,0,0,1,0
5493,6,84.35,474.9,1,0,1,0,1
3293,5,64.0,370.25,0,0,1,0,1
613,44,109.8,4860.35,1,0,0,0,0
3990,14,92.9,1337.45,1,0,1,0,1
4549,17,92.7,1556.85,1,0,1,0,0
5978,46,84.25,3847.6,1,0,1,0,0
631,46,55.0,2473.95,0,0,1,0,0
1798,35,26.2,954.9,0,1,0,0,0
5469,33,79.0,2576.8,1,0,1,0,0
5938,34,108.9,3625.2,1,0,1,0,1
2306,3,69.85,199.85,1,0,1,0,1
3568,21,99.15,1956.4,1,0,1,0,0
5378,58,75.8,4415.75,0,0,0,1,0
5593,31,75.5,2424.45,0,0,0,0,0
5138,71,106.8,7623.2,1,0,0,1,1
4390,22,57.95,1271.8,0,0,1,0,0
381,1,50.65,50.65,0,0,1,0,0
6763,71,72.9,5139.65,0,0,0,0,0
4838,67,109.7,7344.45,1,0,0,0,0
349,64,97.0,6430.9,1,0,0,0,0
89,29,33.75,1009.25,0,0,1,0,0
1423,15,101.1,1504.05,1,0,1,0,1
4777,2,51.55,106.2,0,0,1,0,0
5099,11,20.1,221.35,0,1,1,0,0
1217,62,23.75,1446.8,0,1,0,0,0
2775,53,60.05,3229.65,0,0,0,0,1
5320,37,61.45,2302.35,0,0,0,1,0
1190,38,104.85,3887.25,1,0,0,0,1
2406,5,96.25,512.45,1,0,1,0,1
496,28,60.9,1785.65,0,0,1,0,0
5446,1,19.65,19.65,0,1,1,0,0
2833,66,61.15,4017.45,0,0,0,1,0
5529,2,20.05,42.7,0,1,1,0,0
1509,17,76.65,1313.55,1,0,1,0,1
1670,1,50.15,50.15,0,0,1,0,0
5874,10,100.6,1060.2,1,0,1,0,1
5789,25,19.8,475.2,0,1,0,1,0
5281,72,66.75,4760.3,0,0,0,1,0
4596,18,89.6,1633.0,1,0,0,0,0
3503,66,104.25,6860.6,1,0,0,0,1
1347,19,19.95,373.5,0,1,0,1,0
5348,25,40.65,970.55,0,0,0,0,0
5628,13,96.65,1244.5,1,0,1,0,1
2102,18,80.55,1406.65,1,0,1,0,0
1932,1,20.2,20.2,0,1,1,0,0
1900,4,19.9,76.65,0,1,0,1,0
3068,51,96.4,4911.05,1,0,0,0,0
3704,68,73.0,5163.0,0,0,0,0,0
3790,2,19.3,28.3,0,1,0,0,0
5956,31,89.9,2806.9,1,0,1,0,1
3066,10,75.75,777.3,1,0,1,0,0
1058,2,89.55,185.55,1,0,1,0,0
5949,68,44.95,3085.35,0,0,1,0,1
5958,11,55.05,608.15,0,0,1,0,0
2728,25,61.05,1540.2,0,0,0,0,1
303,68,60.3,4109.0,0,0,0,1,0
3471,35,21.1,741.0,0,1,0,0,0
862,20,73.65,1463.5,1,0,1,0,1
504,69,79.45,5502.55,0,0,0,1,0
5231,16,98.75,1587.55,1,0,1,0,1
6600,3,29.7,91.7,0,0,1,0,0
3542,29,55.35,1636.95,0,0,0,0,0
2917,68,19.95,1303.25,0,1,0,1,0
5091,6,30.5,208.7,0,0,1,0,0
5242,20,88.7,1761.45,1,0,1,0,1
369,72,112.6,8126.65,1,0,0,1,0
6206,52,95.65,5088.4,1,0,1,0,0
6711,49,98.35,4889.2,1,0,1,0,1
1995,1,69.95,69.95,1,0,1,0,1
1792,42,69.4,3058.3,0,0,1,0,0
1713,52,61.35,3169.55,0,0,1,0,0
5814,16,20.6,330.25,0,1,1,0,0
2705,72,25.65,1887.0,0,1,0,1,0
6046,9,85.3,781.4,1,0,1,0,0
3964,68,111.75,7511.3,1,0,0,1,0
6976,62,72.0,4284.2,0,0,0,1,0
615,15,48.85,631.4,0,0,1,0,0
4001,45,109.75,4900.65,1,0,0,1,0
4926,62,60.15,3753.2,0,0,0,1,0
3101,58,79.8,4526.85,1,0,1,0,0
4330,19,78.25,1490.95,1,0,1,0,1
2890,47,70.55,3309.25,1,0,1,0,0
174,32,20.55,654.55,0,1,0,0,0
4797,72,114.05,8289.2,1,0,0,1,0
6654,7,86.5,582.5,1,0,1,0,1
973,44,30.35,1359.7,0,0,1,0,1
1029,3,88.3,273.75,1,0,1,0,0
6390,70,106.15,7475.1,1,0,0,0,1
6003,71,93.2,6506.15,0,0,0,1,0
5167,57,70.35,4124.65,0,0,0,1,0
4271,28,19.9,543.0,0,1,0,0,0
1010,3,50.15,160.85,0,0,1,0,0
2478,4,44.55,220.75,0,0,1,0,0
1213,69,20.2,1412.65,0,1,0,1,0
3516,3,43.3,123.65,0,0,1,0,1
6223,7,69.0,506.9,1,0,1,0,1
6583,22,19.25,412.55,0,1,0,0,0
194,59,19.3,1192.7,0,1,0,1,0
2864,4,63.75,226.2,0,0,1,0,0
2404,42,94.45,3923.8,1,0,0,0,0
1756,44,74.85,3268.05,0,0,0,0,0
150,8,68.55,564.35,0,0,1,0,1
2952,26,20.25,493.95,0,1,1,0,0
4471,41,83.75,3273.55,1,0,1,0,0
4264,46,104.45,4863.85,1,0,1,0,1
3198,40,106.0,4178.65,1,0,0,0,0
4647,4,45.25,155.35,0,0,1,0,0
3466,72,25.1,1790.8,0,1,0,1,0
2560,46,93.7,4154.8,1,0,1,0,1
1748,54,20.05,1102.4,0,1,0,1,0
6854,2,20.0,32.7,0,1,1,0,0
2052,48,103.85,4946.05,1,0,1,0,1
3296,24,49.3,1233.25,0,0,1,0,0
4138,1,85.45,85.45,1,0,1,0,1
187,3,30.4,82.15,0,0,1,0,1
2175,30,85.15,2555.9,1,0,1,0,1
4522,30,20.7,587.1,0,1,0,0,0
5558,72,116.4,8543.25,1,0,0,1,0
5188,30,101.5,2917.65,1,0,1,0,1
4791,3,20.0,49.65,0,1,1,0,0
3023,72,89.7,6339.3,0,0,0,1,0
4580,71,19.1,1372.45,0,1,0,1,0
830,50,108.55,5610.7,1,0,0,0,1
1833,1,47.95,47.95,0,0,1,0,1
5468,7,79.7,586.05,1,0,1,0,1
2277,65,109.15,6941.2,1,0,1,0,1
113,37,76.5,2868.15,1,0,1,0,1
6815,72,69.85,5102.35,0,0,0,1,0
2449,11,59.65,683.25,0,0,1,0,0
5733,71,19.85,1326.35,0,1,0,1,0
6958,13,19.75,246.7,0,1,0,1,0
5813,48,111.8,5443.65,1,0,0,1,0
939,15,19.9,320.45,0,1,1,0,0
6480,13,53.45,718.1,0,0,1,0,0
686,51,24.6,1266.4,0,1,0,0,0
3299,68,117.2,8035.95,1,0,0,0,0
4038,60,20.6,1093.0,0,1,0,1,0
2095,1,79.95,79.95,1,0,1,0,1
2613,1,80.2,80.2,1,0,1,0,0
5118,42,85.9,3729.75,1,0,1,0,0
527,58,94.7,5430.35,1,0,0,0,0
5821,69,26.3,1763.55,0,1,0,0,1
3446,58,107.75,6332.75,1,0,0,0,1
5520,55,84.25,4589.85,1,0,0,0,0
3020,33,34.05,1113.95,0,0,0,0,0
5144,3,30.75,82.85,0,0,1,0,1
305,52,24.8,1229.1,0,1,0,1,0
3022,2,19.95,38.15,0,1,1,0,0
3900,35,19.65,708.8,0,1,0,0,0
6124,57,59.3,3274.35,0,0,0,0,0
3589,31,59.7,1825.5,0,0,1,0,0
763,72,66.85,4758.8,0,0,0,1,0
3698,59,83.25,4949.1,1,0,1,0,1
6684,11,36.05,402.6,0,0,0,0,0
6988,23,69.5,1652.1,0,0,1,0,0
6875,64,19.45,1208.6,0,1,0,1,0
4276,2,49.6,114.7,0,0,1,0,0
1526,3,95.4,293.15,1,0,1,0,1
493,61,64.05,3902.6,0,0,0,0,0
958,25,81.75,2028.8,0,0,1,0,0
5522,1,70.15,70.15,1,0,1,0,0
280,6,55.15,322.9,0,0,1,0,0
2142,21,64.85,1336.8,0,0,0,0,0
5532,31,20.9,689.35,0,1,0,1,0
3639,60,100.5,6029.0,1,0,0,0,0
5324,24,54.6,1242.25,0,0,0,0,0
5544,59,106.75,6252.9,1,0,1,0,1
4639,26,93.6,2404.1,1,0,1,0,1
2434,3,19.65,60.65,0,1,1,0,0
5411,1,24.8,24.8,0,0,1,0,1
1522,29,68.85,1970.5,0,0,1,0,0
5668,39,101.25,3949.15,1,0,1,0,1
1086,11,89.7,1047.7,1,0,1,0,0
6035,66,110.85,7491.75,1,0,0,0,1
1630,38,102.6,4009.2,1,0,1,0,1
1882,29,60.2,1834.15,0,0,1,0,0
5843,35,81.6,2815.25,1,0,0,0,0
1647,11,79.5,868.5,1,0,1,0,0
3673,42,101.75,4273.45,1,0,1,0,1
2539,65,26.0,1654.85,0,1,0,1,0
1290,72,84.45,5899.85,0,0,0,1,0
7034,67,102.95,6886.25,1,0,1,0,0
6011,37,19.35,683.75,0,1,1,0,1
5394,48,105.1,5083.55,1,0,1,0,0
1888,23,55.8,1327.85,0,0,0,0,0
6089,1,90.6,90.6,1,0,1,0,1
6362,2,74.9,136.05,1,0,1,0,0
6773,37,92.5,3473.4,1,0,1,0,1
720,2,20.2,34.75,0,1,0,0,0
3791,6,69.1,435.0,1,0,1,0,1
5925,20,68.7,1416.2,0,0,0,0,1
168,58,45.3,2651.2,0,0,1,0,1
452,60,60.2,3582.4,0,0,1,0,0
1401,4,99.8,442.85,1,0,1,0,0
3736,8,20.2,140.95,0,1,0,0,0
5637,64,90.25,5629.15,1,0,0,0,0
4026,72,114.3,8058.55,1,0,0,1,0
3591,2,86.25,181.65,1,0,1,0,1
2990,10,33.9,298.45,0,0,1,0,0
2784,4,98.1,396.3,1,0,1,0,0
2497,4,19.6,93.45,0,1,1,0,0
6470,8,43.45,345.5,0,0,0,0,0
5871,24,55.65,1400.55,0,0,1,0,0
5458,7,51.0,354.05,0,0,1,0,0
927,13,81.15,952.3,1,0,1,0,1
6714,13,100.75,1313.25,1,0,1,0,1
2541,72,53.8,3952.45,0,0,0,1,0
2137,12,25.4,313.0,0,1,0,1,0
1078,59,79.2,4590.35,1,0,0,1,0
2693,72,19.3,1414.8,0,1,0,1,0
7019,39,20.15,826.0,0,1,0,1,0
3618,47,54.25,2538.2,0,0,1,0,1
5669,43,100.55,4304.0,1,0,0,0,0
2853,60,79.2,4765.0,1,0,0,0,0
1849,10,45.55,402.6,0,0,1,0,1
1327,59,99.5,5961.1,1,0,0,0,0
4977,24,20.8,469.65,0,1,0,0,0
5491,21,65.35,1424.4,0,0,1,0,0
565,71,70.85,4973.4,0,0,0,1,0
3100,55,94.45,5073.1,1,0,1,0,0
6990,36,93.6,3366.05,1,0,1,0,1
3059,64,24.05,1559.15,0,1,0,1,0
6027,35,25.45,809.25,0,1,0,1,0
877,51,60.15,3077.0,0,0,0,0,0
6791,19,39.65,733.35,0,0,1,0,1
4637,71,71.0,5012.1,0,0,0,0,0
6320,30,64.5,1985.15,0,0,0,0,1
5907,1,44.3,44.3,0,0,1,0,0
723,3,45.35,141.5,0,0,1,0,1
2023,5,81.0,371.65,1,0,1,0,1
1662,5,69.75,324.6,1,0,1,0,1
6471,18,20.05,345.9,0,1,0,0,0
1280,72,114.85,8317.95,1,0,0,1,0
776,3,40.3,92.5,0,0,1,0,0
6515,29,25.1,712.85,0,0,1,0,0
2185,24,54.75,1338.15,0,0,1,0,1
6054,36,97.35,3457.9,1,0,1,0,0
4521,46,45.55,2062.15,0,0,1,0,1
4853,53,94.45,5042.75,1,0,0,0,0
4956,8,94.45,742.95,1,0,1,0,0
2246,1,102.45,102.45,1,0,1,0,1
2350,5,84.0,424.75,1,0,1,0,1
6691,39,41.15,1700.9,0,0,0,0,0
5702,71,105.1,7548.1,1,0,1,0,0
6605,66,110.9,7432.05,1,0,0,0,0
1945,71,20.5,1500.95,0,1,0,1,0
1091,29,75.35,2243.9,0,0,0,0,0
4918,51,19.55,1086.75,0,1,0,1,0
1950,65,91.85,5940.85,1,0,1,0,0
5121,29,70.9,1964.6,0,0,0,0,0
4978,1,44.1,44.1,0,0,1,0,1
5632,58,20.3,1131.5,0,1,0,1,0
6570,4,29.15,110.05,0,0,1,0,0
1449,6,19.5,106.8,0,1,1,0,0
6963,9,102.6,897.75,1,0,1,0,0
578,35,94.55,3365.4,1,0,1,0,1
6312,54,105.4,5643.4,1,0,0,0,0
730,45,87.25,3941.7,1,0,1,0,1
1496,3,20.25,61.45,0,1,1,0,1
4814,22,90.0,1993.8,1,0,1,0,1
2255,1,51.2,51.2,0,0,1,0,0
2793,4,80.1,336.15,1,0,1,0,1
3322,9,84.45,762.5,1,0,1,0,1
3155,29,19.85,535.05,0,1,0,0,0
6241,3,49.15,169.05,0,0,1,0,1
568,35,100.25,3527.6,1,0,1,0,1
6785,61,111.6,6876.05,1,0,0,1,0
6180,66,102.4,6471.85,1,0,0,1,0
5630,39,103.45,3994.45,1,0,1,0,1
1891,1,45.1,45.1,0,0,1,0,0
2177,72,102.65,7550.3,1,0,0,1,0
6736,67,20.8,1411.9,0,1,0,1,0
6078,55,90.15,4916.95,0,0,0,0,1
2518,24,99.65,2404.85,1,0,1,0,0
1922,25,60.35,1404.65,0,0,1,0,1
2238,1,95.85,95.85,1,0,1,0,1
2188,29,31.2,926.2,0,0,1,0,1
5857,17,88.25,1460.65,1,0,1,0,1
6588,23,23.85,625.65,0,1,0,1,0
5286,8,74.5,609.9,1,0,1,0,1
2681,46,40.4,1842.7,0,0,0,1,0
3002,27,81.7,2212.55,0,0,0,0,1
2029,67,90.6,6056.15,1,0,0,0,0
4441,42,20.25,835.5,0,1,0,1,1
979,35,54.95,1916.0,0,0,0,0,0
6189,72,91.95,6614.9,0,0,0,1,0
226,31,81.15,2545.75,0,0,0,0,0
265,61,88.1,5526.75,0,0,0,1,0
46,2,49.25,97.0,0,0,1,0,0
5027,10,85.55,851.75,1,0,1,0,1
4027,20,24.45,482.8,0,0,1,0,1
5107,47,58.6,2723.4,0,0,1,0,0
3622,72,90.95,6652.45,0,0,0,1,0
7006,40,104.5,4036.85,1,0,1,0,0
4849,41,51.35,2075.1,0,0,0,0,1
546,39,86.3,3266.0,1,0,1,0,0
5803,5,81.3,416.3,1,0,1,0,1
4963,47,73.6,3522.65,0,0,0,1,1
3553,62,23.4,1429.65,0,1,0,1,0
3818,58,109.1,6393.65,1,0,0,1,0
4155,72,117.35,8436.25,1,0,0,1,0
1354,18,88.35,1639.3,1,0,1,0,1
542,1,19.55,19.55,0,1,1,0,0
4304,49,19.0,918.7,0,1,0,0,0
4020,72,64.95,4546.0,0,0,0,1,0
4300,24,24.6,605.25,0,1,0,0,0
3142,1,19.8,19.8,0,1,1,0,0
3864,30,100.2,2983.8,1,0,1,0,1
2665,33,93.55,3055.5,1,0,0,0,1
4953,29,19.4,554.25,0,1,0,1,0
1548,25,85.9,2199.05,1,0,1,0,1
2227,58,19.55,1108.8,0,1,0,0,1
3838,26,100.5,2599.95,1,0,1,0,0
1689,7,58.85,465.7,0,0,1,0,0
5741,19,99.95,1931.75,1,0,1,0,1
6381,1,19.55,19.55,0,1,1,0,0
6685,45,50.25,2221.55,0,0,1,0,0
826,7,95.6,644.35,1,0,1,0,0
6810,15,29.7,438.25,0,0,1,0,1
1631,17,85.35,1463.45,1,0,1,0,0
5399,50,19.75,989.05,0,1,0,0,0
6315,48,70.1,3238.4,0,0,0,1,0
6554,1,68.65,68.65,1,0,1,0,1
3333,12,19.35,212.3,0,1,0,1,0
900,2,19.5,27.55,0,1,1,0,0
6093,71,47.05,3263.6,0,0,0,1,1
3879,1,45.75,45.75,0,0,1,0,1
5535,55,85.1,4657.95,0,0,0,1,0
3377,68,25.05,1629.2,0,1,0,1,0
5125,11,94.0,1078.9,1,0,1,0,1
4509,1,84.3,84.3,1,0,1,0,1
5273,69,20.15,1337.5,0,1,0,1,0
3951,70,79.15,5536.5,0,0,0,1,0
2465,1,35.25,35.25,0,0,1,0,0
642,1,89.55,89.55,1,0,1,0,1
3028,5,43.25,219.0,0,0,1,0,0
5009,66,115.8,7942.15,1,0,0,0,0
6424,72,54.2,3937.45,0,0,0,1,1
1043,32,69.75,2347.9,1,0,1,0,0
515,40,104.8,4131.95,1,0,1,0,0
2153,25,74.6,1797.75,1,0,1,0,1
2079,70,106.05,7554.05,1,0,1,0,1
1680,56,24.45,1431.65,0,1,0,0,0
6597,7,70.75,450.8,0,0,1,0,0
363,47,20.55,945.7,0,1,0,1,0
5589,46,54.35,2460.15,0,0,0,1,0
1076,58,24.5,1497.9,0,1,0,0,0
107,32,30.15,927.65,0,0,0,0,0
5042,19,19.8,344.5,0,1,0,0,0
819,70,88.0,5986.45,1,0,0,1,0
1502,49,55.35,2633.95,0,0,0,0,1
5931,13,98.0,1237.85,1,0,1,0,1
2229,4,70.5,294.2,1,0,1,0,1
6863,48,60.6,2985.25,0,0,0,0,0
3747,4,58.5,224.85,0,0,1,0,0
3267,47,20.05,951.55,0,1,0,0,0
4589,10,20.15,220.8,0,1,0,1,0
333,7,73.85,511.25,1,0,1,0,1
1524,63,109.85,7002.95,1,0,1,0,0
3053,65,104.1,6700.05,1,0,0,1,0
6965,61,94.2,5895.45,1,0,1,0,0
315,51,110.05,5686.4,1,0,0,0,0
127,72,23.55,1723.95,0,1,0,1,0
2454,71,24.55,1719.15,0,1,0,1,1
58,34,24.95,894.3,0,1,0,1,0
1410,2,93.85,170.85,1,0,1,0,1
1542,46,21.1,937.1,0,1,0,1,1
3782,12,84.05,966.55,1,0,1,0,1
3629,17,25.15,412.6,0,1,0,1,0
4352,64,91.8,5960.5,1,0,1,0,1
3839,15,20.05,284.3,0,1,1,0,0
1574,15,19.65,270.6,0,1,0,0,0
1665,9,76.85,663.55,1,0,1,0,1
6117,69,19.3,1447.9,0,1,0,1,0
6935,65,110.8,7245.9,1,0,0,1,0
433,12,45.4,518.9,0,0,1,0,0
201,14,80.05,1112.3,1,0,1,0,0
4430,32,61.4,1864.65,0,0,1,0,0
3737,5,50.6,249.95,0,0,1,0,0
4684,69,104.05,7262.0,1,0,0,0,0
85,9,99.3,918.75,1,0,1,0,0
4385,21,20.35,422.7,0,1,0,0,0
5481,1,73.65,73.65,1,0,1,0,1
6009,53,103.85,5485.5,1,0,1,0,1
1168,1,19.65,19.65,0,1,0,0,0
3236,16,55.3,875.35,0,0,1,0,1
1550,6,80.8,457.1,1,0,1,0,1
5407,63,63.55,4014.2,0,0,0,1,0
5856,11,44.65,472.25,0,0,1,0,0
377,25,104.95,2566.5,1,0,1,0,0
3497,2,69.3,153.8,1,0,1,0,1
4501,39,20.7,762.45,0,1,0,1,0
1175,13,80.0,1029.35,1,0,1,0,0
3778,3,50.4,137.25,0,0,1,0,0
6307,32,19.9,601.55,0,1,1,0,0
6892,48,99.7,4977.2,1,0,0,0,0
2701,61,19.1,1143.8,0,1,0,0,0
2426,17,35.65,646.05,0,0,1,0,0
98,52,21.0,1107.2,0,1,0,1,0
6760,4,49.4,184.4,0,0,1,0,1
1913,65,95.5,6153.85,1,0,0,0,1
3458,26,88.8,2274.35,1,0,1,0,0
6726,2,70.75,154.85,1,0,1,0,1
6536,1,24.4,24.4,0,0,1,0,0
5651,42,84.3,3588.4,1,0,1,0,1
1288,64,19.55,1240.15,0,1,0,1,0
6156,26,85.8,2193.65,1,0,1,0,0
1389,34,94.25,3217.55,1,0,1,0,1
1764,63,75.7,4676.7,0,0,0,1,0
5763,3,70.25,229.7,1,0,1,0,1
5226,12,21.15,306.05,0,1,1,0,1
701,35,83.15,2848.45,1,0,1,0,1
5989,3,94.6,279.55,1,0,1,0,1
5854,15,48.8,720.1,0,0,1,0,0
278,14,55.0,771.95,0,0,1,0,1
2768,12,19.7,260.9,0,1,0,0,0
4954,1,90.85,90.85,1,0,1,0,1
3119,32,85.95,2628.6,1,0,1,0,0
5494,8,84.95,668.4,1,0,1,0,1
4613,54,79.5,4370.25,1,0,1,0,1
4971,18,19.55,389.25,0,1,1,0,0
4025,4,74.8,321.9,1,0,1,0,0
7012,62,84.95,5150.55,0,0,0,1,1
4741,15,94.65,1285.05,1,0,1,0,1
6591,2,69.8,134.7,1,0,1,0,0
6645,2,20.1,39.8,0,1,1,0,0
4490,54,115.6,6431.05,1,0,0,0,0
3254,17,101.8,1752.45,1,0,1,0,1
1719,3,107.95,318.6,1,0,1,0,1
2695,52,81.4,4354.45,0,0,0,0,0
468,44,19.9,868.1,0,1,0,1,0
1371,1,79.2,79.2,1,0,1,0,1
2055,45,108.45,4964.7,1,0,1,0,0
2027,24,20.15,456.85,0,1,0,0,0
5219,1,20.6,20.6,0,1,1,0,0
88,46,19.95,927.1,0,1,0,1,0
2330,28,64.4,1802.15,0,0,1,0,1
6185,50,103.95,5231.3,1,0,0,0,1
863,3,95.1,307.4,1,0,1,0,1
1825,32,54.2,1739.6,0,0,1,0,1
6386,72,83.55,6093.3,0,0,0,1,0
4695,35,20.75,700.45,0,1,0,0,0
3197,22,69.5,1498.2,0,0,0,0,0
4209,44,54.9,2549.1,0,0,1,0,0
3193,3,19.1,52.0,0,1,0,1,0
1863,6,25.1,171.0,0,1,0,0,0
6872,63,81.15,5224.5,1,0,0,0,0
2591,57,100.6,5611.7,1,0,1,0,1
5323,58,105.2,6225.4,1,0,0,0,0
4895,44,85.15,3670.5,1,0,1,0,1
639,10,85.25,855.3,1,0,1,0,1
4946,4,81.0,340.85,1,0,1,0,1
3425,28,70.4,1992.2,1,0,0,0,0
5819,70,115.15,8250.0,1,0,0,1,0
6477,72,109.55,7920.7,1,0,0,1,0
4097,64,99.15,6171.2,1,0,1,0,0
4577,62,104.85,6312.9,1,0,0,0,1
3264,10,91.1,964.35,1,0,1,0,1
897,53,105.55,5682.25,1,0,0,1,1
4451,45,93.9,4200.25,1,0,1,0,0
1951,14,50.2,668.85,0,0,1,0,0
1283,72,105.5,7544.0,1,0,0,1,1
4399,66,103.1,6595.0,1,0,1,0,0
418,22,83.3,1845.9,1,0,1,0,1
306,32,74.9,2303.35,1,0,1,0,1
390,27,95.6,2595.25,1,0,1,0,0
3121,16,59.4,1023.9,0,0,1,0,1
4314,24,101.25,2440.15,1,0,1,0,1
3190,66,54.65,3632.0,0,0,0,1,0
5671,61,25.3,1554.9,0,1,0,1,0
5698,21,104.4,2157.95,1,0,1,0,1
585,1,85.7,85.7,1,0,1,0,1
5770,37,68.1,2479.25,0,0,0,0,0
1634,63,59.0,3707.6,0,0,0,1,1
6595,71,82.55,5832.65,0,0,0,1,1
1541,72,19.85,1434.1,0,1,0,1,0
2024,12,95.7,1184.0,1,0,0,0,1
5424,65,92.7,5968.4,1,0,0,1,0
2888,1,71.0,71.0,1,0,1,0,1
1391,29,85.8,2440.25,1,0,1,0,1
6278,70,104.3,7188.5,1,0,0,1,0
6116,48,73.85,3581.4,0,0,0,0,0
3390,56,19.95,1126.75,0,1,0,0,0
4548,22,84.3,1855.65,1,0,1,0,0
3165,24,20.25,439.75,0,1,0,0,0
4686,72,107.4,7748.75,1,0,0,1,0
270,16,94.45,1511.2,1,0,1,0,1
6885,12,73.75,871.4,1,0,1,0,0
5983,22,50.35,1098.85,0,0,1,0,1
6379,10,80.7,788.8,1,0,1,0,0
5335,64,96.9,6314.35,1,0,0,0,0
34,1,45.25,45.25,0,0,1,0,0
1923,37,19.8,726.1,0,1,0,1,0
3807,24,104.65,2542.45,1,0,1,0,1
601,2,19.95,47.7,0,1,0,0,0
4871,58,75.2,4300.8,0,0,0,0,0
